mirror_name,position_x,position_y,position_z,u,v
M2,44.60274973310792,7.7701273277291705,25.0,0.5890724846565802,0.0
M3,36.21441753946752,31.57842503862856,25.0,-1.2426278035165799,0.0
M1,0.0,21.772692722547426,25.0,1.7726927225474256,0.0
M2,46.00615572448739,9.315663766203752,25.0,-1.4985652375769716,0.0
M3,37.951781398863574,30.665503505748983,25.0,0.7199875192430151,0.0
M1,0.0,21.28035754456625,25.0,1.2803575445662503,0.0
M2,46.44200439426311,9.795653166945108,25.0,-2.146912280270395,0.0
M3,39.347336748111736,29.932189915873334,25.0,2.2964784180151816,0.0
M1,0.0,19.27816100370878,25.0,-0.7218389962912184,0.0
M2,44.18804236119031,7.3134203173987675,25.0,1.2059707725515492,0.0
