m2_x,m2_y,m3_x,m3_y,m2_phi,m3_theta,ray_pitch,ray_yaw
41.74783639201928,5.7644018694071795,35.747291352438275,33.82626370283205,-0.763231908665907,-0.8464589728915219,-3.0,0.0
