m2_x,m2_y,m3_x,m3_y,m2_phi,m3_theta,ray_pitch,ray_yaw
40.72346029286429,7.406388720087783,36.4619224922429,32.88604572629157,-1.1147794273487832,-1.5584003953946675,-2.628592678860042,0.0
