m2_x,m2_y,m3_x,m3_y,m2_phi,m3_theta,ray_pitch,ray_yaw
40.531733087649975,7.164406048007183,35.002656828711594,31.82850501675682,0.7326459653289198,-0.06867863497213271,-1.4694836639316549,0.0
