m2_x,m2_y,m3_x,m3_y,m2_phi,m3_theta,ray_pitch,ray_yaw
44.19537156908871,8.416588652855403,39.847242642752306,31.01651860286063,0.029882462120002465,-0.013335711000193996,-2.215105781591206,0.0
