mirror_name,position_x,position_y,position_z,u,v
M2,39.22739720379326,6.149231763393745,25.0,1.9541362235639983,0.0
M3,35.53867381269323,33.46472540792829,25.0,-1.0896138298633045,0.0
M1,0.0,21.81361813457962,25.0,1.8136181345796203,0.0
M2,41.62773033505696,8.166255989440986,25.0,-1.1811446042891731,0.0
M3,38.2096366419127,31.790602331543127,25.0,2.062644171943876,0.0
M1,0.0,19.662871099163787,25.0,-0.3371289008362126,0.0
M2,40.14547786820236,6.920704238384673,25.0,0.7549523819323292,0.0
M3,36.6554626055153,32.76473742267501,25.0,0.2284151482976115,0.0
M1,0.0,20.747498703470416,25.0,0.7474987034704164,0.0
M2,40.715076536473795,7.399343764733608,25.0,0.010950742767386161,0.0
M3,37.08393586886379,32.496176224466424,25.0,0.7340973158571762,0.0
M1,0.0,20.725742198327552,25.0,0.725742198327552,0.0
M2,41.06355853261147,7.69217671337559,25.0,-0.4442314596993332,0.0
M3,37.77225139833736,32.064749437421725,25.0,1.5464441264585311,0.0
M1,0.0,19.681379272361205,25.0,-0.3186207276387947,0.0
M2,39.80242273789062,6.6324315400262215,25.0,1.2030460898239568,0.0
