m2_x,m2_y,m3_x,m3_y,m2_phi,m3_theta,ray_pitch,ray_yaw
40.0,7.054389654884618,39.990491202193006,32.874164734862156,-0.686008369195862,0.3400841320577667,-2.9993905752286336,0.0
