m2_x,m2_y,m3_x,m3_y,m2_phi,m3_theta,ray_pitch,ray_yaw
44.99875132165909,8.206234119747393,37.314427618607645,31.000409741372014,0.7876024869260895,-0.24807442519561387,-1.3440623634781845,0.0
