mirror_name,position_x,position_y,position_z,u,v
M2,44.40751991770824,6.278654839739367,25.0,-0.23313064316059695,0.0
M3,39.084494578695846,31.42827723160621,25.0,-0.794406503022774,0.0
M1,0.0,19.81916587977841,25.0,-0.18083412022158996,0.0
M2,44.691671135702734,6.544577265897617,25.0,-0.6223049632559019,0.0
M3,39.059135548376155,31.443366271491072,25.0,-0.8239151380878194,0.0
M1,0.0,20.430075757431148,25.0,0.43007575743114757,0.0
M2,45.746047288534186,7.531313365863165,25.0,-2.0663815549347753,0.0
M3,40.91921283539335,30.336589710286432,25.0,1.3405344155191081,0.0
M1,0.0,18.182519321100564,25.0,-1.817480678899436,0.0
M2,43.36416630595241,5.30223416578518,25.0,1.195849444765436,0.0
