m2_x,m2_y,m3_x,m3_y,m2_phi,m3_theta,ray_pitch,ray_yaw
44.23730222145917,6.1193569029538235,39.767188934158646,31.022062868167268,1.7241082612380456,1.4127122887888444,-0.43186972670298457,0.0
