m2_x,m2_y,m3_x,m3_y,m2_phi,m3_theta,ray_pitch,ray_yaw
44.24958873568858,5.362891314891712,39.99023971814026,32.1463471325002,-0.2931118970865879,-0.8739100182958511,-0.8642291060784184,0.0
