m2_x,m2_y,m3_x,m3_y,m2_phi,m3_theta,ray_pitch,ray_yaw
42.036785490689255,8.026352544802545,35.05137028699061,31.008491872503033,-0.7345487110330334,-1.2763381731006285,-2.3592323228294805,0.0
