mirror_name,position_x,position_y,position_z,u,v
M2,41.959301492317195,7.949490016050696,25.0,0.10914036068224374,0.0
M3,35.62659956675391,30.688256042459848,25.0,0.6583613833909543,0.0
M1,0.0,20.319330803504073,25.0,0.31933080350407295,0.0
M2,42.08230590193701,8.07150785418043,25.0,-0.06411793668839805,0.0
M3,35.71004074234739,30.641803514631384,25.0,0.7538614730562309,0.0
M1,0.0,20.386051221622257,25.0,0.3860512216222567,0.0
M2,42.2610986256562,8.248866549604214,25.0,-0.3159570617213317,0.0
M3,36.08244849022729,30.43448043763867,25.0,1.180089568017966,0.0
M1,0.0,19.93288288459079,25.0,-0.06711711540921073,0.0
M2,41.78110502030873,7.772722790029906,25.0,0.36013963325359777,0.0
M3,35.25258264022626,30.896474965123293,25.0,0.23029155137248952,0.0
M1,0.0,20.772102443244485,25.0,0.772102443244485,0.0
M2,42.562895758995175,8.548243083157699,25.0,-0.7410544841248581,0.0
M3,36.53829741370061,30.18070483281751,25.0,1.7018177526449114,0.0
M1,0.0,19.54643496567756,25.0,-0.4535650343224411,0.0
M2,41.47990413868048,7.473937725879432,25.0,0.7843972031955333,0.0
M3,34.795124538105185,31.151146415615166,25.0,-0.2932783703111849,0.0
M1,0.0,21.158153664866667,25.0,1.158153664866667,0.0
M2,42.86469289233411,8.847619616711146,25.0,-1.166151906528333,0.0
M3,36.99414633717387,29.926929227996382,25.0,2.223545937271793,0.0
M1,0.0,19.15998704676437,25.0,-0.8400129532356289,0.0
M2,41.17870325705228,7.1751526617289905,25.0,1.208654773137416,0.0
